date,empl,pce,ppce,ipm,ebp_oa,lmret,ffr_eff,lmarket,BBD
8/1/2004,1160.87,912.9366731,457.8507885,451.0763633,-0.459919421,322.7811391,1.55,322.7811391,85.92585754
9/1/2004,1161.01,913.6825147,458.026255,451.1068725,-0.597738172,324.8149649,1.94,324.8149649,100.0118637
10/1/2004,1161.30,913.8465136,458.4242726,452.265565,-0.573462071,326.5798135,1.79,326.5798135,105.695076
11/1/2004,1161.32,913.9837432,458.7830723,452.1705496,-0.70161393,331.2882454,2.02,331.2882454,95.24084473
12/1/2004,1161.44,914.6107937,458.8430862,452.8405382,-0.853438206,334.7456562,1.97,334.7456562,77.59643555
1/1/2005,1161.52,914.6393676,458.9701155,453.5359499,-0.805789766,332.0541571,2.5,332.0541571,73.91847992
2/1/2005,1161.73,914.9785373,459.2682539,454.3761325,-1.093031837,334.2960019,2.52,334.2960019,58.95005035
3/1/2005,1161.85,915.2245049,459.5836765,453.9524456,-0.732388282,332.5880196,2.96,332.5880196,57.55796432
4/1/2005,1162.16,915.9929846,459.8910636,454.2062878,-0.533818956,330.037198,2.97,330.037198,74.56597137
5/1/2005,1162.29,915.4737806,459.8578509,454.5749106,-0.384164194,333.7624508,3.09,333.7624508,70.50809479
6/1/2005,1162.53,916.4923462,459.9131993,454.8342716,-0.562294013,334.9092538,3.35,334.9092538,74.56130219
7/1/2005,1162.78,917.1121259,460.3448705,454.7140404,-0.652852383,339.150725,3.31,339.150725,68.71643066
8/1/2005,1162.94,916.7417213,460.7996189,454.9885148,-0.717961426,338.5543602,3.63,338.5543602,64.39585876
9/1/2005,1163.01,916.3412273,461.8708133,453.9059579,-0.552920859,339.6053024,3.93,339.6053024,91.40602875
10/1/2005,1163.10,916.6040462,462.0590677,455.4284447,-0.452774879,337.5032809,4.02,337.5032809,76.16368103
11/1/2005,1163.37,917.1446725,461.7997562,456.2323815,-0.38411382,341.4623569,4.03,341.4623569,72.21599579
12/1/2005,1163.49,917.5686813,461.7780343,456.3070342,-0.391185345,341.8072457,4.09,341.8072457,78.04893494
1/1/2006,1163.76,917.9464583,462.2184616,457.1145548,-0.453557986,345.732517,4.47,345.732517,79.175354
2/1/2006,1164.02,918.2585751,462.2577791,456.921188,-0.344735858,345.5683954,4.52,345.5683954,72.69300079
3/1/2006,1164.24,918.458965,462.4080258,456.7893432,-0.513190553,347.4559279,5,347.4559279,64.22933197
4/1/2006,1164.38,918.6475866,462.8046516,457.3429136,-0.527212669,348.7438011,4.86,348.7438011,79.76152039
5/1/2006,1164.40,918.7565993,463.0535743,456.9653587,-0.398226286,345.5899613,5.05,345.5899613,70.83730316
6/1/2006,1164.47,918.8474037,463.2405904,457.3526092,-0.446155931,345.5493057,5.05,345.5493057,79.49536896
7/1/2006,1164.61,919.3393583,463.5602393,457.2258058,-0.374687712,345.3589573,5.31,345.3589573,80.56334686
8/1/2006,1164.73,919.1098427,463.9465327,457.719267,-0.417359112,347.8342447,5.31,347.8342447,72.77061462
9/1/2006,1164.81,919.6120751,463.7434064,457.8445527,-0.517069101,349.7580425,5.34,349.7580425,67.06819153
10/1/2006,1164.82,920.0550608,463.5136672,457.4113449,-0.533569725,353.4032617,5.31,353.4032617,63.46512604
11/1/2006,1164.99,920.2084385,463.6407191,457.4813884,-0.518026513,355.7460654,5.31,355.7460654,62.51986694
12/1/2006,1165.13,920.7057991,464.0295988,459.0778527,-0.65719985,356.8235081,5.17,356.8235081,63.37042236
1/1/2007,1165.33,920.8370433,464.3246013,458.5804838,-0.674213521,358.7476306,5.33,358.7476306,79.01967621
2/1/2007,1165.37,920.9014493,464.6849413,459.021446,-0.729284874,357.3420788,5.41,357.3420788,57.20262909
3/1/2007,1165.52,920.9772211,465.0745665,459.8311565,-0.479876422,358.6286706,5.3,358.6286706,69.88728333
4/1/2007,1165.56,921.164552,465.2997982,460.5455637,-0.47933704,362.533552,5.29,362.533552,62.50171661
5/1/2007,1165.67,921.2949964,465.5901322,460.4999547,-0.73451659,366.3529023,5.28,366.3529023,74.68186951
6/1/2007,1165.73,921.2540949,465.7487456,460.8439064,-0.493696885,364.8663476,5.31,364.8663476,73.29654694
7/1/2007,1165.73,921.4190949,465.9194248,461.02657,-0.079589015,361.6392804,5.28,361.6392804,59.32398605
8/1/2007,1165.66,921.7468904,465.991402,460.6600697,0.087162403,362.7985469,4.96,362.7985469,89.10404205
9/1/2007,1165.68,921.7337833,466.379752,461.234686,0.003204764,366.8032725,4.58,366.8032725,100.7443619
10/1/2007,1165.74,921.6306539,466.6594488,460.902527,-0.076513073,369.3539816,4.6,369.3539816,89.45451355
11/1/2007,1165.80,921.8813374,467.2043479,461.4242057,0.222436402,364.3065249,4.66,364.3065249,102.4417953
12/1/2007,1165.85,921.8168651,467.514391,461.586414,0.393950171,363.8636926,3.06,363.8636926,108.5444641
1/1/2008,1165.85,921.7132255,467.8104613,461.1389071,0.686201511,357.4470591,3.22,357.4470591,144.9853821
2/1/2008,1165.75,921.4067418,468.0342591,460.5337893,0.858149103,355.2580062,3.01,355.2580062,108.1053696
3/1/2008,1165.66,921.5991375,468.3833481,460.2428094,1.099213441,354.2104899,2.51,354.2104899,111.7130356
4/1/2008,1165.47,921.7659522,468.7017418,459.1043317,0.598787152,359.1946929,2.37,359.1946929,102.1976013
5/1/2008,1165.28,921.8193456,469.1136851,458.6796141,0.63261266,361.5509977,1.98,361.5509977,94.28404236
6/1/2008,1165.10,921.6989219,469.7293475,458.1233836,0.709774693,353.3829561,2.47,353.3829561,94.55675507
7/1/2008,1164.87,921.2185668,470.2614451,457.0069775,1.061136888,352.0409595,2.09,352.0409595,109.7889633
8/1/2008,1164.63,921.1767353,470.1779522,455.6402046,1.156960775,353.091776,1.94,353.091776,95.87078094
9/1/2008,1164.25,920.5170029,470.2977246,452.0331011,1.497415472,342.7771026,2.03,342.7771026,187.7402344
10/1/2008,1163.83,920.0996857,469.7840521,451.47912,2.963763235,322.3691349,0.22,322.3691349,189.9172363
11/1/2008,1163.13,919.8998293,468.5781962,449.1797572,2.0017836,313.5281467,0.52,313.5281467,148.8425598
12/1/2008,1162.51,919.3635621,468.0713556,445.6758783,2.247987447,315.7188496,0.14,315.7188496,145.9946899
1/1/2009,1161.77,919.7977263,468.1640366,442.7113357,2.18411992,307.6702874,0.23,307.6702874,171.9461975
2/1/2009,1161.15,919.4098179,468.3870455,442.5858157,2.610637125,297.1138005,0.22,297.1138005,187.1139832
3/1/2009,1160.41,919.1652843,468.2640357,440.7548358,2.147318927,305.4276739,0.16,305.4276739,166.9033508
4/1/2009,1159.66,919.0009085,468.3778019,440.0118865,1.936058307,315.805884,0.2,315.805884,131.8561249
5/1/2009,1159.39,919.0862912,468.4960554,438.903615,0.991125075,322.3649051,0.19,322.3649051,138.804657
6/1/2009,1158.98,919.0013167,469.1393753,438.6180896,0.639119915,322.0546626,0.22,322.0546626,130.9322968
7/1/2009,1158.72,919.3309161,469.1595558,439.8853595,0.083384599,329.9096802,0.18,329.9096802,126.2809753
8/1/2009,1158.51,920.3383227,469.466348,441.0331464,-0.223650487,333.0070709,0.15,333.0070709,152.5500793
9/1/2009,1158.36,919.2811637,469.6444962,441.7948579,-0.136670952,337.4312469,0.07,337.4312469,145.4443665
10/1/2009,1158.15,919.5017575,469.9889282,441.9145256,-0.34109483,334.5914805,0.11,334.5914805,138.1305542
11/1/2009,1158.11,919.4919073,470.2296897,443.0658357,-0.141533278,340.1442885,0.13,340.1442885,116.162056
12/1/2009,1157.96,919.9968772,470.311326,443.0986622,-0.568553347,342.9465907,0.05,342.9465907,121.2207565
1/1/2010,1157.94,919.8384181,470.5332213,444.1759958,-0.223879312,339.1661833,0.12,339.1661833,149.3590088
2/1/2010,1157.92,920.1134124,470.5929131,444.2433316,0.042468531,342.5845642,0.13,342.5845642,132.7995453
3/1/2010,1158.02,920.6009005,470.7645544,445.5750581,-0.091019048,348.7509667,0.09,348.7509667,137.4709167
4/1/2010,1158.18,920.7345893,470.77358,446.5522134,-0.223981828,350.7323382,0.2,350.7323382,137.0782928
5/1/2010,1158.28,921.0066334,470.7636518,448.0274587,-0.172161754,342.4875511,0.19,342.4875511,151.1046753
6/1/2010,1158.36,921.2191657,470.7817023,448.0401529,-0.031791625,337.282316,0.09,337.282316,140.5704193
7/1/2010,1158.46,921.312549,470.9350005,448.774256,0.177798271,344.075579,0.18,344.075579,180.0157013
8/1/2010,1158.58,921.7878886,471.1051566,448.9050792,-0.476414535,339.699425,0.21,339.699425,147.3090363
9/1/2010,1158.68,921.9060243,471.2337069,449.0159731,-0.073797094,348.4563271,0.15,348.4563271,182.1466217
10/1/2010,1158.86,922.4211718,471.4741822,449.0931054,-0.022729085,352.2371998,0.2,352.2371998,163.4248199
11/1/2010,1159.00,922.8109561,471.5897276,449.266289,-0.144224376,352.7523557,0.2,352.7523557,179.1355286
12/1/2010,1159.11,922.8967799,471.816846,449.857636,-0.399171345,359.2517087,0.13,359.2517087,165.4078064
1/1/2011,1159.18,922.992827,472.0666164,450.0571686,0.088207008,361.1494825,0.17,361.1494825,142.1704407
2/1/2011,1159.41,923.1622297,472.3957162,450.0811091,-0.212241533,364.8949007,0.16,364.8949007,145.5088959
3/1/2011,1159.61,923.5129565,472.7945185,450.7868388,-0.246793675,365.2317007,0.1,365.2317007,174.3543396
4/1/2011,1159.89,923.551872,473.1141826,450.0131177,-0.211224717,368.0601493,0.09,368.0601493,157.4958801
5/1/2011,1160.06,923.5299291,473.3440262,450.3066197,-0.077310572,366.555565,0.1,366.555565,126.1920624
6/1/2011,1160.22,923.6893691,473.4337068,450.4094287,0.088093761,364.6989175,0.07,364.6989175,158.0885925
7/1/2011,1160.41,924.0084594,473.6654485,451.1249303,-0.011757922,362.4263052,0.11,362.4263052,197.9162903
8/1/2011,1160.52,924.0095271,473.9027775,451.4717164,-0.235567596,356.5073867,0.08,356.5073867,245.126297
9/1/2011,1160.76,924.298954,474.0609757,451.8361217,0.302759169,347.6381671,0.06,347.6381671,204.6294098
10/1/2011,1160.92,924.687768,474.061849,452.4435981,-0.293859169,358.4324539,0.09,358.4324539,159.7392273
11/1/2011,1161.10,924.7148562,474.1421626,452.4338198,0.394526346,357.8079175,0.1,357.8079175,166.338974
12/1/2011,1161.32,924.6876716,474.2110761,453.4641378,0.120357619,358.1774524,0.04,358.1774524,189.3983154
1/1/2012,1161.61,925.047509,474.4619036,454.531509,0.038168558,363.4439922,0.11,363.4439922,178.7522125
2/1/2012,1161.85,925.5939737,474.7840937,455.1686994,-0.113986103,367.4800092,0.1,367.4800092,149.9012909
3/1/2012,1162.04,925.6010436,475.0153257,454.6790378,-0.52967692,369.8509382,0.09,369.8509382,137.2162018
4/1/2012,1162.15,925.9039103,475.0291653,455.3291069,-0.36114395,369.1684827,0.16,369.1684827,135.0549011
5/1/2012,1162.28,925.8926706,474.828303,455.1051337,-0.346943482,362.3909489,0.16,362.3909489,157.0246735
6/1/2012,1162.35,925.8523685,474.9123333,455.5138292,-0.060922436,366.1355435,0.09,366.1355435,187.9511566
7/1/2012,1162.51,926.2283655,474.9755261,455.7661811,-0.268754201,367.1569266,0.13,367.1569266,183.5572968
8/1/2012,1162.63,926.1341424,475.3279798,455.0715538,-0.46722161,369.7495449,0.13,369.7495449,159.2330322
9/1/2012,1162.73,926.5450523,475.647396,455.1763292,-0.342891245,372.3688049,0.09,372.3688049,180.4823151
10/1/2012,1162.93,926.4692184,475.8045768,454.7462215,-0.305917885,370.9487821,0.18,370.9487821,173.0475464
11/1/2012,1163.15,926.7989277,475.6671645,456.1482115,-0.23861336,371.5660138,0.16,371.5660138,196.5724792
12/1/2012,1163.35,926.8838499,475.6688834,457.0108915,-0.349994456,372.8115764,0.09,372.8115764,201.8958588
1/1/2013,,,,,,,,,
2/1/2013,,,,,,,,,
3/1/2013,,,,,,,,,
4/1/2013,,,,,,,,,
5/1/2013,,,,,,,,,
6/1/2013,,,,,,,,,
7/1/2013,,,,,,,,,
8/1/2013,,,,,,,,,
9/1/2013,,,,,,,,,
10/1/2013,,,,,,,,,
11/1/2013,,,,,,,,,
12/1/2013,,,,,,,,,
1/1/2014,,,,,,,,,
2/1/2014,,,,,,,,,
3/1/2014,,,,,,,,,
4/1/2014,,,,,,,,,
