0.009954793	0.007390168	0.014147277	0.00317529	0.002592369	0.00844782	0.02074038
0.019955005	0.012880955	0.070102332	0.008526495	0.003201036	0.006748463	0.021085287
0.016601911	0.015372341	0.042007762	0.016665654	-0.004896268	0.010399676	0.02259725
0.017633554	0.007314287	0.073370113	0.015669078	0.003529771	0.007223316	0.022528722
0.01579251	0.001904152	0.063790567	0.014834215	0.002198351	0.010328249	0.023122005
0.014433509	0.011621522	0.021861645	0.010666373	0.000864942	0.008815104	0.025097044
0.006987913	0.006579634	0.006885323	0.00190809	0.005825253	0.008218806	0.026966843
0.005388811	0.007796304	-0.005428882	0.003548753	0.001588859	0.006195729	0.022162924
0.007358846	0.013111258	-0.020398206	0.005950422	0.001176797	0.011767444	0.02034891
0.00726016	0.010295035	0.010804202	0.004067666	0.003765766	0.005648543	0.019055006
0.012206529	0.012447431	0.006192969	0.000103179	0.00842633	0.006399269	0.019008672
0.004912547	0.007938884	0.011672997	0.001750055	0.013557022	0.005356366	0.019471635
0.004318363	0.005111723	-0.000328113	-0.006336039	0.009782992	0.004846216	0.018846432
0.002112618	-0.001319827	-0.000585114	-0.005113477	0.007105796	0.003709305	0.016727676
0.006535247	0.003914154	0.007433948	0.002203083	0.007618016	0.004651489	0.01506202
0.001796837	0.007445273	-0.007599935	0.004631501	0.007148985	0.006004594	0.01520321
0.004836338	0.012102609	-0.00431553	0.008417403	-0.000836289	0.005867599	0.015085557
0.008422916	0.009751595	0.009031651	0.002795711	0.000666623	0.006520374	0.016095565
0.00623764	0.006296408	0.007545456	0.004301432	0.003015187	0.007359785	0.016540551
0.014384573	0.006338674	0.033223375	0.007789198	0.004230374	0.007784589	0.016727676
0.002982028	0.011715233	-0.022984934	-0.001827808	0.009664159	0.007724457	0.016119005
0.010578975	0.008177994	0.008434946	0.011901495	0.001840513	0.00987236	0.017288215
0.003026495	0.010729057	-0.011114464	0.000307124	-0.000101153	0.012004753	0.01919396
0.01037088	0.008680511	0.014818591	0.008803302	-0.001250756	0.008532815	0.020325863
0.008004176	0.005266384	0.016162551	0.006979825	-0.006415376	0.01014419	0.022551567
0.005485596	0.005898025	-0.010965739	0.001810757	-0.006747495	0.010462457	0.023213154
0.005065401	0.004547314	-0.004384816	-1.05E-05	0.001475742	0.007316274	0.021727843
0.000184715	0.009652871	-0.018426788	-0.002097012	0.007248936	0.006634315	0.020648325
0.002773186	-0.000110533	0.006391419	-0.005621625	0.009275573	0.011091815	0.019818295
0.001777435	0.006824358	-0.020902275	-0.00761876	0.010294751	0.010249533	0.019795199
-0.002134001	0.009104682	-0.023849683	-0.008702342	0.005090134	0.008970413	0.019610357
-0.011473703	-0.000493978	-0.055477823	-0.007809067	0.000477185	0.007739334	0.018637683
-0.006766653	-0.007585172	-0.034781778	-0.01265487	-0.002204498	0.009846649	0.015579327
0.005838729	0.005799551	-0.00478957	-0.008148694	0.011784992	0.006704685	0.01423682
0.002486387	0.000938522	0.011559906	-0.003575363	0.00436646	0.007179384	0.013716725
0.00171176	0.001703508	0.008932469	-0.003988289	0.006991627	0.005264836	0.011768602
0.00925881	0.016098416	-0.00904475	-0.007393304	0.020180672	0.004566251	0.009853251
0.008755756	0.005389473	0.032623197	0.00214196	0.002276448	0.006321026	0.009251681
0.007079165	0.009147872	0.007229649	-0.000724051	0.006729311	0.004644059	0.008019973
0.006752099	0.008537053	0.018783755	0.003688403	7.43E-05	0.006897841	0.007486769
-0.001000362	0.001270239	0.010688918	0.006127893	-0.015387066	0.006014256	0.007486769
0.003673782	0.004361198	0.01042961	0.009267151	0.001748446	0.006006024	0.007389701
0.003142555	0.007536084	-0.001529666	0.00247801	-0.003842835	0.005087944	0.007535289
0.010013215	0.00386382	0.035538909	0.005587413	0.003326042	0.005610884	0.007365428
